sku,supplier,ai_major_category_he,ai_major_category_slug,ai_subcategory_he,ai_subcategory_slug,ai_confidence
1849,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,מחברות ומוצרי נייר,notebooks-paper,0.9
KR7513,Kraus,ביגוד וטקסטיל,apparel-textiles,טקסטיל לבית ולחוף,home-beach-textiles,0.9
OM2250,Kraus,תיקים וארנקים,bags-travel,נסיעות ומזוודות,travel-luggage,0.9
2010,Comfort,כלי עבודה ושימוש,tools-utility,תאורה ופנסים,lighting-flashlights,0.8
KR6062,Kraus,בקבוקים ושתייה,drinkware,בקבוקים,bottles,0.9
KR9117,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,מטענים וסוללות,chargers-batteries,0.85
780,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
OM2044,Kraus,תיקים וארנקים,bags-travel,תיקי מחשב,laptop-bags,0.9
KR8049,Kraus,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,0.3
GB209,Kraus,תיקים וארנקים,bags-travel,תיקי צד וכנסים,tote-business-bags,0.9
KR9346,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,שמע ורמקולים,audio-speakers,0.95
KR4997,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,קמפינג וחוץ,camping-outdoors,0.88
KR2411,Kraus,ביגוד וטקסטיל,apparel-textiles,כובעים,hats-caps,0.92
KR212,Kraus,תיקים וארנקים,bags-travel,נסיעות ומזוודות,travel-luggage,0.9
1942,Comfort,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,0.3
1610,Comfort,תיקים וארנקים,bags-travel,תיקי גב,backpacks,0.95
KR6452,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,ציוד משרדי,office-supplies,0.8
SW287,Kraus,תיקים וארנקים,bags-travel,תיקי גב,backpacks,0.95
1334,Comfort,תיקים וארנקים,bags-travel,נסיעות ומזוודות,travel-luggage,0.75
KR1102,Kraus,יודאיקה ומתנות,judaica-gifts,מתנות כלליות,general-gifts,0.85
1949,Comfort,כלי עבודה ושימוש,tools-utility,תאורה ופנסים,lighting-flashlights,0.92
KR7520,Kraus,ביגוד וטקסטיל,apparel-textiles,טקסטיל לבית ולחוף,home-beach-textiles,0.9
KR7597,Kraus,ביגוד וטקסטיל,apparel-textiles,ביגוד,apparel,0.9
GB510,Kraus,תיקים וארנקים,bags-travel,תיקי צד וכנסים,tote-business-bags,0.9
GB200,Kraus,תיקים וארנקים,bags-travel,תיקי צד וכנסים,tote-business-bags,0.86
1394,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
OM2098,Kraus,תיקים וארנקים,bags-travel,תיקי גב,backpacks,0.88
KR9116,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,מטענים וסוללות,chargers-batteries,0.8
KR9300,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,שמע ורמקולים,audio-speakers,0.95
KR9510,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,מטבח ואירוח,kitchen-hosting,0.92
KR626,Kraus,כלי עבודה ושימוש,tools-utility,תאורה ופנסים,lighting-flashlights,0.93
KR9115,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,מטענים וסוללות,chargers-batteries,0.94
KR1120,Kraus,כלי עבודה ושימוש,tools-utility,כלי מדידה,measuring-tools,0.8
SP810,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,עיצוב הבית,home-decor,0.92
1858,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,ציוד משרדי,office-supplies,0.85
KR7008,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,אביזרים למחשב וסלולר,computer-mobile-accessories,0.7
KR9233,Kraus,בקבוקים ושתייה,drinkware,ספלים וכוסות,cups-mugs,0.93
GB440,Kraus,תיקים וארנקים,bags-travel,תיקי צד וכנסים,tote-business-bags,0.86
1374,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
1780,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.86
KR7514,Kraus,ביגוד וטקסטיל,apparel-textiles,טקסטיל לבית ולחוף,home-beach-textiles,0.9
KR9888,Kraus,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,0.4
130,Comfort,יודאיקה ומתנות,judaica-gifts,מתנות כלליות,general-gifts,0.8
KR7055,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,עיצוב הבית,home-decor,0.85
1370,Comfort,ביגוד וטקסטיל,apparel-textiles,כובעים,hats-caps,0.9
SP920,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,עיצוב הבית,home-decor,0.85
SN152,Kraus,ביגוד וטקסטיל,apparel-textiles,ביגוד,apparel,0.9
KR4044,Kraus,תיקים וארנקים,bags-travel,נסיעות ומזוודות,travel-luggage,0.88
117,Comfort,יודאיקה ומתנות,judaica-gifts,מתנות כלליות,general-gifts,0.8
1286,Comfort,בקבוקים ושתייה,drinkware,בקבוקים,bottles,0.9
KR9610,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,קמפינג וחוץ,camping-outdoors,0.85
KR2312,Kraus,ביגוד וטקסטיל,apparel-textiles,כובעים,hats-caps,0.9
KR908,Kraus,תיקים וארנקים,bags-travel,נסיעות ומזוודות,travel-luggage,0.88
KR7551,Kraus,ביגוד וטקסטיל,apparel-textiles,טקסטיל לבית ולחוף,home-beach-textiles,0.9
1817,Comfort,בקבוקים ושתייה,drinkware,בקבוקים,bottles,0.85
KR284,Kraus,תיקים וארנקים,bags-travel,תיקי מחשב,laptop-bags,0.95
1591,Comfort,תיקים וארנקים,bags-travel,נסיעות ומזוודות,travel-luggage,0.9
KR7922,Kraus,UNCLASSIFIED,unclassified,UNCLASSIFIED,unclassified,0.3
1916,Comfort,כלי עבודה ושימוש,tools-utility,תאורה ופנסים,lighting-flashlights,0.95
OM1300,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,קמפינג וחוץ,camping-outdoors,0.6
1967,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,ציוד משרדי,office-supplies,0.9
1759,Comfort,תיקים וארנקים,bags-travel,נסיעות ומזוודות,travel-luggage,0.85
2089,Comfort,גאדג'טים וטכנולוגיה,gadgets-tech,שמע ורמקולים,audio-speakers,0.95
1292,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
KR1024,Kraus,תיקים וארנקים,bags-travel,נסיעות ומזוודות,travel-luggage,0.95
KR1212,Kraus,יודאיקה ומתנות,judaica-gifts,מתנות כלליות,general-gifts,0.85
1856,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
KR6550,Kraus,תיקים וארנקים,bags-travel,תיקי גב,backpacks,0.8
KR7940,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,מטבח ואירוח,kitchen-hosting,0.9
KR9412,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,שמע ורמקולים,audio-speakers,0.95
KR9426,Kraus,ביגוד וטקסטיל,apparel-textiles,טקסטיל לבית ולחוף,home-beach-textiles,0.8
KR9755,Kraus,בקבוקים ושתייה,drinkware,ספלים וכוסות,cups-mugs,0.95
KR5101,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
785,Comfort,יודאיקה ומתנות,judaica-gifts,מתנות כלליות,general-gifts,0.7
1877,Comfort,גאדג'טים וטכנולוגיה,gadgets-tech,מטענים וסוללות,chargers-batteries,0.95
1739,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,מחברות ומוצרי נייר,notebooks-paper,0.85
KR6740,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,מטבח ואירוח,kitchen-hosting,0.9
KR5920,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
1589,Comfort,יודאיקה ומתנות,judaica-gifts,מתנות כלליות,general-gifts,0.75
KR2310,Kraus,ביגוד וטקסטיל,apparel-textiles,כובעים,hats-caps,0.95
1951,Comfort,כלי עבודה ושימוש,tools-utility,תאורה ופנסים,lighting-flashlights,0.75
1842,Comfort,כלי עבודה ושימוש,tools-utility,תאורה ופנסים,lighting-flashlights,0.75
KR6896,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,קמפינג וחוץ,camping-outdoors,0.9
KR611,Kraus,כלי עבודה ושימוש,tools-utility,תאורה ופנסים,lighting-flashlights,0.95
2056,Comfort,גאדג'טים וטכנולוגיה,gadgets-tech,אביזרים למחשב וסלולר,computer-mobile-accessories,0.86
KR6200,Kraus,בקבוקים ושתייה,drinkware,בקבוקים,bottles,0.95
1799,Comfort,תיקים וארנקים,bags-travel,תיקי צד וכנסים,tote-business-bags,0.72
KR9558,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,מטבח ואירוח,kitchen-hosting,0.94
1518,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,מחברות ומוצרי נייר,notebooks-paper,0.96
1211,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.98
1933,Comfort,גאדג'טים וטכנולוגיה,gadgets-tech,שמע ורמקולים,audio-speakers,0.94
SP980,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,עיצוב הבית,home-decor,0.92
KR4033,Kraus,תיקים וארנקים,bags-travel,נסיעות ומזוודות,travel-luggage,0.88
2021,Comfort,גאדג'טים וטכנולוגיה,gadgets-tech,מטענים וסוללות,chargers-batteries,0.95
KR876,Kraus,תיקים וארנקים,bags-travel,תיקי צד וכנסים,tote-business-bags,0.94
KR5980,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.7
KR2825,Kraus,ביגוד וטקסטיל,apparel-textiles,ביגוד,apparel,0.95
KR4000,Kraus,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,0.3
1429,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.96
1271,Comfort,תיקים וארנקים,bags-travel,נסיעות ומזוודות,travel-luggage,0.75
1718,Comfort,יודאיקה ומתנות,judaica-gifts,מתנות כלליות,general-gifts,0.7
KR9147,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,אביזרים למחשב וסלולר,computer-mobile-accessories,0.9
KR2990,Kraus,ביגוד וטקסטיל,apparel-textiles,טקסטיל לבית ולחוף,home-beach-textiles,0.9
KR9239,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,אביזרים למחשב וסלולר,computer-mobile-accessories,0.9
KR2145,Kraus,ביגוד וטקסטיל,apparel-textiles,כובעים,hats-caps,0.95
2006,Comfort,בקבוקים ושתייה,drinkware,בקבוקים,bottles,0.6
KR7565,Kraus,ביגוד וטקסטיל,apparel-textiles,טקסטיל לבית ולחוף,home-beach-textiles,0.9
1639,Comfort,גאדג'טים וטכנולוגיה,gadgets-tech,שמע ורמקולים,audio-speakers,0.95
KR9335,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,שמע ורמקולים,audio-speakers,0.95
1653,Comfort,גאדג'טים וטכנולוגיה,gadgets-tech,מטענים וסוללות,chargers-batteries,0.85
KR2381,Kraus,יודאיקה ומתנות,judaica-gifts,יודאיקה,judaica,0.95
2063,Comfort,גאדג'טים וטכנולוגיה,gadgets-tech,מטענים וסוללות,chargers-batteries,0.6
KR8026,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,אביזרים למחשב וסלולר,computer-mobile-accessories,0.9
1496,Comfort,"פנאי, טיולים ובית",leisure-home-outdoors,מטבח ואירוח,kitchen-hosting,0.85
KR2382,Kraus,יודאיקה ומתנות,judaica-gifts,יודאיקה,judaica,0.95
MI650,Kraus,בקבוקים ושתייה,drinkware,ספלים וכוסות,cups-mugs,0.95
KR9399,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,שמע ורמקולים,audio-speakers,0.95
1832,Comfort,בקבוקים ושתייה,drinkware,בקבוקים,bottles,0.95
KR5363,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
1395,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
KR5813,Kraus,יודאיקה ומתנות,judaica-gifts,מתנות כלליות,general-gifts,0.8
KR906,Kraus,תיקים וארנקים,bags-travel,נסיעות ומזוודות,travel-luggage,0.95
KR259,Kraus,תיקים וארנקים,bags-travel,תיקי מחשב,laptop-bags,0.95
GB300,Kraus,תיקים וארנקים,bags-travel,תיקי צד וכנסים,tote-business-bags,0.9
KR7510,Kraus,ביגוד וטקסטיל,apparel-textiles,טקסטיל לבית ולחוף,home-beach-textiles,0.95
1941,Comfort,תיקים וארנקים,bags-travel,תיקי צד וכנסים,tote-business-bags,0.85
KR6731,Kraus,בקבוקים ושתייה,drinkware,ספלים וכוסות,cups-mugs,0.95
SW252,Kraus,תיקים וארנקים,bags-travel,תיקי מחשב,laptop-bags,0.95
KR5401,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
KR9774,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,מטבח ואירוח,kitchen-hosting,0.85
MI4020,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,קמפינג וחוץ,camping-outdoors,0.85
1348,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
MI4010,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,קמפינג וחוץ,camping-outdoors,0.85
867,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.7
GB466,Kraus,תיקים וארנקים,bags-travel,תיקי צד וכנסים,tote-business-bags,0.9
KR8017,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,אביזרים למחשב וסלולר,computer-mobile-accessories,0.9
KR5808,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
KR9342,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,שמע ורמקולים,audio-speakers,0.95
OM2025,Kraus,תיקים וארנקים,bags-travel,תיקי מחשב,laptop-bags,0.95
KR2352,Kraus,ביגוד וטקסטיל,apparel-textiles,כובעים,hats-caps,0.9
OM2125,Kraus,תיקים וארנקים,bags-travel,נסיעות ומזוודות,travel-luggage,0.9
SW260,Kraus,תיקים וארנקים,bags-travel,תיקי גב,backpacks,0.95
1843,Comfort,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,0.3
KR3333,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,מחברות ומוצרי נייר,notebooks-paper,0.95
1815,Comfort,בקבוקים ושתייה,drinkware,ספלים וכוסות,cups-mugs,0.8
KR8930,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,משחקים ורוגע,games-leisure,0.9
KR3657,Kraus,כלי עבודה ושימוש,tools-utility,כלי מדידה,measuring-tools,0.85
KR9658,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,קמפינג וחוץ,camping-outdoors,0.8
1921,Comfort,בקבוקים ושתייה,drinkware,ספלים וכוסות,cups-mugs,0.9
OM477,Kraus,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,0.4
KR6702,Kraus,בקבוקים ושתייה,drinkware,ספלים וכוסות,cups-mugs,0.85
KR7026,Kraus,יודאיקה ומתנות,judaica-gifts,מתנות כלליות,general-gifts,0.75
KR9739,Kraus,בקבוקים ושתייה,drinkware,ספלים וכוסות,cups-mugs,0.9
KR6511,Kraus,בקבוקים ושתייה,drinkware,בקבוקים,bottles,0.9
KR9883,Kraus,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,0.4
586,Comfort,ביגוד וטקסטיל,apparel-textiles,כובעים,hats-caps,0.95
3042,Comfort,"פנאי, טיולים ובית",leisure-home-outdoors,מטבח ואירוח,kitchen-hosting,0.8
1751,Comfort,כלי עבודה ושימוש,tools-utility,תאורה ופנסים,lighting-flashlights,0.9
1676,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,מחברות ומוצרי נייר,notebooks-paper,0.95
1998,Comfort,בקבוקים ושתייה,drinkware,בקבוקים,bottles,0.9
GB250,Kraus,תיקים וארנקים,bags-travel,תיקי צד וכנסים,tote-business-bags,0.95
1510,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
OM600,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,ציוד משרדי,office-supplies,0.85
GB706,Kraus,תיקים וארנקים,bags-travel,נסיעות ומזוודות,travel-luggage,0.9
OM6139,Kraus,ביגוד וטקסטיל,apparel-textiles,כובעים,hats-caps,0.95
SN130,Kraus,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,0.4
KR4023,Kraus,תיקים וארנקים,bags-travel,נסיעות ומזוודות,travel-luggage,0.9
KR211,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,ציוד משרדי,office-supplies,0.9
1801,Comfort,גאדג'טים וטכנולוגיה,gadgets-tech,שמע ורמקולים,audio-speakers,0.7
KR9113,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,מטענים וסוללות,chargers-batteries,0.9
2084,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,מחברות ומוצרי נייר,notebooks-paper,0.9
